Frame Rate:,25.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
56,00:00:02.240,3.7014521846064823,0.8064236111111112,5.676188151041667,4.621744791666667
57,00:00:02.280,2.8151765046296298,0.7114800347222222,4.062608506944445,3.6714409722222223
58,00:00:02.320,4.2763671875,1.1360948350694444,6.382134331597222,5.310872395833333
59,00:00:02.360,2.6388436776620368,0.6961805555555556,3.9437391493055554,3.276611328125
60,00:00:02.400,3.1944986979166665,1.6348198784722223,3.7162272135416665,4.232449001736111
61,00:00:02.440,1.7094274450231481,0.5363226996527778,2.5379503038194446,2.0540093315972223
62,00:00:02.480,2.2780400028935186,0.6950412326388888,3.3583170572916665,2.78076171875
63,00:00:02.520,5.9708025896990735,1.5147569444444444,9.25192599826389,7.145724826388889
64,00:00:02.560,3.5781340422453702,0.9327528211805556,5.409776475694445,4.391872829861111
65,00:00:02.600,2.361843532986111,0.5515407986111112,3.555202907986111,2.978786892361111
66,00:00:02.640,2.298773871527778,0.5915798611111112,3.425564236111111,2.879177517361111
67,00:00:02.680,2.9198314525462963,0.6731770833333334,4.505398220486111,3.5809190538194446
68,00:00:02.720,4.937047887731482,1.2328287760416667,7.642388237847222,5.935926649305555
69,00:00:02.760,3.2336244936342595,0.9726019965277778,4.776719835069445,3.9515516493055554
70,00:00:02.800,3.3373842592592595,0.9617241753472222,4.988335503472222,4.062093098958333
71,00:00:02.840,3.3448079427083335,0.9702962239583334,5.038519965277778,4.025607638888889
72,00:00:02.880,2.8856608072916665,0.9068467881944444,4.207302517361111,3.5428331163194446
73,00:00:02.920,7.0135271990740735,1.7431369357638888,11.006998697916666,8.290445963541666
74,00:00:02.960,4.461263020833333,1.214599609375,6.769639756944445,5.399549696180555
75,00:00:03.000,4.233696831597222,1.2062717013888888,6.314263237847222,5.180555555555555
76,00:00:03.040,5.139458550347222,1.1780870225694444,7.979654947916667,6.260633680555555
77,00:00:03.080,4.298421223958333,1.0331759982638888,6.614854600694445,5.247233072916667
78,00:00:03.120,3.198386863425926,1.1302083333333333,4.61669921875,3.8482530381944446
79,00:00:03.160,3.154848451967593,0.9188368055555556,4.732150607638889,3.8135579427083335
80,00:00:03.200,4.377260561342593,1.0607096354166667,6.901475694444445,5.169596354166667
81,00:00:03.240,3.4329517505787037,0.9691569010416666,5.264539930555555,4.065158420138889
82,00:00:03.280,2.4268482349537037,0.7961154513888888,3.5885416666666665,2.8958875868055554
83,00:00:03.320,4.818892867476852,1.2779676649305556,7.550184461805555,5.628526475694445
84,00:00:03.360,2.099871600115741,0.589599609375,3.181423611111111,2.528591579861111
85,00:00:03.400,1.6794885706018519,0.5503743489583334,2.51904296875,1.9690483940972223
86,00:00:03.440,1.7695493344907407,0.5767415364583334,2.6494954427083335,2.0824110243055554
87,00:00:03.480,1.9666612413194444,0.67626953125,2.9112684461805554,2.3124457465277777
88,00:00:03.520,1.831714771412037,0.625,2.6873101128472223,2.182834201388889
89,00:00:03.560,4.197925708912037,1.0437282986111112,6.613905164930555,4.936143663194445
90,00:00:03.600,1.9596896701388886,0.7727322048611112,2.6720106336805554,2.434326171875
91,00:00:03.640,3.379819516782407,1.0064561631944444,5.094346788194445,4.038655598958333
92,00:00:03.680,2.7446198640046298,0.8124186197916666,4.144314236111111,3.277126736111111
93,00:00:03.720,1.5363588686342593,0.53564453125,2.1792534722222223,1.8941786024305556
94,00:00:03.760,4.050157335069445,1.2397189670138888,6.08349609375,4.827256944444445
95,00:00:03.800,1.8786801938657407,0.6028917100694444,2.6976453993055554,2.3355034722222223
96,00:00:03.840,2.270878544560185,0.5985243055555556,3.4559190538194446,2.7581922743055554
97,00:00:03.880,2.3532805266203702,0.5450846354166666,3.640896267361111,2.8738606770833335
98,00:00:03.920,1.5739384403935184,0.5458713107638888,2.2421332465277777,1.9338107638888888
99,00:00:03.960,3.962302879050926,1.1179741753472223,5.977294921875,4.791639539930555
100,00:00:04.000,1.7350983796296298,0.4044867621527778,2.7309027777777777,2.0699055989583335
101,00:00:04.040,0.9598614728009259,0.2940266927083333,1.3371310763888888,1.2484266493055556
102,00:00:04.080,1.4289912471064816,0.3505316840277778,2.1590983072916665,1.77734375
103,00:00:04.120,1.2870912905092593,0.3451063368055556,1.8916829427083333,1.6244845920138888
104,00:00:04.160,3.4303475839120368,0.8721245659722222,5.291585286458333,4.127332899305555
105,00:00:04.200,1.8454770688657405,0.6195203993055556,2.612521701388889,2.3043891059027777
106,00:00:04.240,1.6683033130787035,0.4815538194444444,2.4480794270833335,2.0752766927083335
107,00:00:04.280,2.270724826388889,0.6412217881944444,3.3938530815972223,2.777099609375
108,00:00:04.320,1.8080421730324074,0.5372450086805556,2.6300184461805554,2.256863064236111
109,00:00:04.360,5.584752965856482,1.6481391059027777,8.572699652777779,6.533420138888889
110,00:00:04.400,3.5115107783564814,0.9011773003472222,5.321641710069445,4.311713324652778
111,00:00:04.440,1.8490125868055554,0.5141059027777778,2.7738444010416665,2.2590874565972223
112,00:00:04.480,2.210205078125,0.5715874565972222,3.3718804253472223,2.6871473524305554
113,00:00:04.520,2.3506311487268516,0.6283365885416666,3.5233018663194446,2.9002549913194446
114,00:00:04.560,4.9698712384259265,1.4194878472222223,7.525526258680555,5.964599609375
115,00:00:04.600,1.648609302662037,0.5263943142361112,2.3987358940972223,2.0206976996527777
116,00:00:04.640,4.9759295428240735,1.2133246527777777,7.776312934027778,5.938151041666667
117,00:00:04.680,6.189453125,1.640380859375,9.762044270833334,7.165934244791667
118,00:00:04.720,3.9131673177083335,0.9128960503472222,6.187554253472222,4.639051649305555
119,00:00:04.760,2.878562644675926,1.0453287760416667,4.170138888888889,3.4202202690972223
120,00:00:04.800,3.7271592881944446,1.7926432291666667,4.740424262152778,4.648410373263889
121,00:00:04.840,4.655978732638889,0.9977213541666666,7.364691840277778,5.605523003472222
122,00:00:04.880,3.459572120949074,0.772216796875,5.347195095486111,4.259304470486111
123,00:00:04.920,1.6610695167824074,0.4041069878472222,2.5218098958333335,2.0572916666666665
124,00:00:04.960,6.281159577546297,1.4806315104166667,9.84469943576389,7.518147786458333
125,00:00:05.000,121.39969437210648,102.45171440972223,181.21755642361111,80.52981228298611
